"","area","persona","Sexo","Edad","RelacionParentezco","Seguro_social","Estado_civil","Asiste_clases","Nivelinstruccion","Sabe_leer_escribir","Obtuvo_titulo","Autoidentificacion","Trabja","Actividad_hogar","Razon_notrabajo","Razon_covid","Horas_trabajo_semanal","Condicion_inactividad","Categoria_ocupacion","Tipo_trabajo","Años_trabajo","Numero_trabajo","Horas_trabajo_principal","Forma_Seguridad_social","Ingreso_transacciones_capital","Ingresos_jubilacion","Donaciones","Remesas","Recibe_Bono_DDHH","Monto_Bono_DDHH","Recibe_Bono_Discapacidad","Monto_Bono_Discapacidad","IngresoLaboral","Principal_motivo_desempleo","Condicion_actividad","Empleo","Desempleo","Sectores_empleados","Grupo_ocupacion","Rama_actividad","Nivel_instruccion","Categorias_edad","Ingreso_laboral","Ingresos_totales"
"66"," Urbana ",1," Hombre ",36," Jefe "," Ninguno "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",43,""," Cuenta Propia ","",8," Uno ",41," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"300","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajad. de los servicios y comerciantes","I. Actividades de alojamiento y servicios de comida","Educación Media/Bachillerato","25-39",300,300
"67"," Urbana ",1," Hombre ",82," Jefe "," IESS, seguro general "," Casado(a) "," No "," Primaria "," No ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,400,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","65 y más",NA,400
"68"," Urbana ",1," Hombre ",72," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Incapacitado ","","",NA,"",NA," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","65 y más",NA,NA
"69"," Urbana ",1," Hombre ",58," Jefe "," IESS, seguro general "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",60,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",3," Uno ",58," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"400","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","G. Comercio, reparación vehículos","Educación Media/Bachillerato","40-64",400,400
"70"," Urbana ",1," Hombre ",51," Jefe "," IESS, seguro general "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",46,""," Cuenta Propia ","",8," Uno ",44," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"200","","Otro empleo no pleno","Población con empleo","","Sector Formal","Operadores de instalac. máquinas y montad.","H. Transporte y almacenamiento","Educación Media/Bachillerato","40-64",200,200
"71"," Urbana ",1," Mujer ",33," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Ama de casa ","","",NA,"",NA," No aporta ",NA,NA,NA,NA," Si ",119," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","25-39",NA,119
"72"," Urbana ",1," Hombre ",34," Jefe "," IESS, seguro general "," Casado(a) "," Si "," Educación  Media ","",""," Mestizo "," Si ","","","",38,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",14," Uno ",36," IESS General ",NA,NA,200,NA," No ",NA," No ",NA,"650","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Oficiales operarios y artesanos","G. Comercio, reparación vehículos","Educación Media/Bachillerato","25-39",650,850
"73"," Urbana ",1," Hombre ",84," Jefe "," IESS, seguro general voluntario "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Incapacitado ","","",NA,"",NA," IESS Voluntario ",NA,NA,300,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Media/Bachillerato","65 y más",NA,300
"74"," Urbana ",1," Mujer ",45," Jefe "," Ninguno "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",38,""," Cuenta Propia ","",2," Uno ",36," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"400","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","G. Comercio, reparación vehículos","Educación Media/Bachillerato","40-64",400,400
"75"," Urbana ",1," Mujer ",34," Jefe "," Ninguno "," Unión libre "," No "," Superior Universitario ",""," Si "," Mestizo "," Si ","","","",38,""," Empleado privado "," Con contrato temporal, ocasional o eventual",1," Uno ",36," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"450","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Profesionales científicos e intelectuales","Q. Actividades, servicios sociales y de salud","Superior","25-39",450,450
"76"," Urbana ",1," Hombre ",60," Jefe "," IESS, seguro general "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,220,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","40-64",NA,220
"77"," Urbana ",1," Mujer ",65," Jefe "," IESS, seguro general voluntario "," Viudo(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",26,""," Cuenta Propia ","",68," Uno ",24," IESS Voluntario ",NA,NA,300,100," No ",NA," No ",NA,"45","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajadores no calificados, ocupaciones elementales","N. Actividades y servicios administrativos y de apoyo","Educación Básica","65 y más",45,445
"78"," Urbana ",1," Hombre ",39," Jefe "," IESS, seguro general "," Casado(a) "," No "," Post-grado ",""," Si "," Mestizo "," Si ","","","",70,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",5," Uno ",66," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"2017","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Técnicos y profesionales de nivel medio","C. Industrias manufactureras","Superior","25-39",2017,2017
"79"," Urbana ",1," Hombre ",70," Jefe "," IESS, seguro general "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,1000,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Media/Bachillerato","65 y más",NA,1000
"80"," Urbana ",1," Hombre ",47," Jefe "," Ninguno "," Casado(a) "," No "," Superior Universitario ",""," Si "," Mestizo "," Si ","","","",38,""," Cuenta Propia ","",12," Uno ",36," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"600","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Profesionales científicos e intelectuales","M. Actividades profesionales, científicas y técnicas","Superior","40-64",600,600
"81"," Urbana ",1," Mujer ",57," Jefe "," IESS, seguro general "," Casado(a) "," No "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",29,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",80," Uno ",36," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"1200","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Empleados de oficina","N. Actividades y servicios administrativos y de apoyo","Superior","40-64",1200,1200
"82"," Urbana ",1," Mujer ",84," Jefe "," Ninguno "," Viudo(a) "," No "," Ninguno "," No ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Incapacitado ","","",NA,"",NA," No aporta ",NA,NA,220,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Ninguno","65 y más",NA,220
"83"," Urbana ",1," Mujer ",69," Jefe "," Ninguno "," Separado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",46,""," Cuenta Propia ","",36," Uno ",44," No aporta ",NA,NA,70,NA," No ",NA," No ",NA,"136","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajadores no calificados, ocupaciones elementales","G. Comercio, reparación vehículos","Educación Básica","65 y más",136,206
"84"," Urbana ",1," Mujer ",32," Jefe "," IESS, seguro general "," Separado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",29,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",46," Uno ",36," IESS General ",NA,300,NA,NA," No ",NA," No ",NA,"500","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","G. Comercio, reparación vehículos","Educación Media/Bachillerato","25-39",500,800
"85"," Urbana ",1," Hombre ",54," Jefe "," Ninguno "," Casado(a) "," No "," Post-grado ",""," Si "," Mestizo "," Si ","","","",38,""," Cuenta Propia ","",77," Uno ",41," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"800","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Profesionales científicos e intelectuales","M. Actividades profesionales, científicas y técnicas","Superior","40-64",800,800
"86"," Urbana ",1," Mujer ",40," Jefe "," Ninguno "," Divorciado(a) "," No "," Superior Universitario ",""," Si "," Mestizo "," Si ","","","",29,""," Cuenta Propia ","",7," Uno ",36," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"300","","Otro empleo no pleno","Población con empleo","","Sector Formal","Profesionales científicos e intelectuales","M. Actividades profesionales, científicas y técnicas","Superior","40-64",300,300
"87"," Urbana ",1," Hombre ",51," Jefe "," IESS, seguro general "," Casado(a) "," No "," Post-grado ",""," Si "," Mestizo "," Si ","","","",38,""," Empleado de gobierno ","Con nombramiento ",9," Más de uno ",36," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"3900","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Profesionales científicos e intelectuales","O .Administración pública, defensa y seguridad social","Superior","40-64",3900,3900
"88"," Urbana ",1," Hombre ",86," Jefe "," IESS, seguro general "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,600,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Media/Bachillerato","65 y más",NA,600
"89"," Urbana ",1," Hombre ",35," Jefe "," IESS, seguro general "," Casado(a) "," No "," Post-grado ",""," Si "," Mestizo "," Si ","","","",29,""," Empleado de gobierno ","Con nombramiento ",57," Uno ",36," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"1730","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Profesionales científicos e intelectuales","E. Distribución de agua, alcantarillado","Superior","25-39",1730,1730
"90"," Urbana ",1," Mujer ",31," Jefe "," IESS, seguro general "," Casado(a) "," No "," Superior no universitario ",""," Si "," Mestizo "," Si ","","","",38,""," Patrono ","",46," Uno ",47," IESS General ",NA,NA,200,NA," No ",NA," No ",NA,"500","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Profesionales científicos e intelectuales","G. Comercio, reparación vehículos","Superior","25-39",500,700
"91"," Urbana ",1," Hombre ",61," Jefe "," Ninguno "," Casado(a) "," No "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",38,""," Cuenta Propia ","",36," Uno ",36," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"400","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Oficiales operarios y artesanos","C. Industrias manufactureras","Superior","40-64",400,400
"92"," Urbana ",1," Hombre ",47," Jefe "," IESS, seguro general voluntario "," Casado(a) "," No "," Superior Universitario ",""," No "," Mestizo "," No "," No realizó ninguna actividad ","","",NA,""," Cuenta Propia ","",NA,"",NA," IESS Voluntario ",NA,NA,NA,NA," No ",NA," No ",NA,""," Otro, (especificar)","Desempleo abierto","","Población con desempleo","","","","Superior","40-64",NA,NA
"93"," Urbana ",1," Hombre ",64," Jefe "," Ninguno "," Unión libre "," No "," Secundaria ","",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA,""," Cuenta Propia ","",NA,"",NA," No aporta ",NA,NA,60,NA," No ",NA," No ",NA,""," Quiebre o cierre de negocio","Desempleo oculto","","Población con desempleo","","","","Educación Media/Bachillerato","40-64",NA,60
"94"," Urbana ",1," Hombre ",62," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",33,""," Cuenta Propia ","",3," Uno ",31," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"250","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajadores no calificados, ocupaciones elementales","H. Transporte y almacenamiento","Educación Básica","40-64",250,250
"95"," Urbana ",1," Mujer ",45," Jefe "," Ninguno "," Separado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",27,""," Cuenta Propia ","",14," Uno ",25," No aporta ",NA,NA,300,NA," No ",NA," No ",NA,"315","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","S. Otras actividades de servicios","Educación Media/Bachillerato","40-64",315,615
"96"," Urbana ",1," Hombre ",57," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",20,""," Cuenta Propia ","",3," Uno ",36," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"205","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Formal","Oficiales operarios y artesanos","C. Industrias manufactureras","Educación Básica","40-64",205,205
"97"," Urbana ",1," Hombre ",47," Jefe "," IESS, seguro general "," Viudo(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",35,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",14," Uno ",40," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"640","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Oficiales operarios y artesanos","G. Comercio, reparación vehículos","Educación Básica","40-64",640,640
"98"," Urbana ",1," Hombre ",39," Jefe "," Ninguno "," Casado(a) "," No "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",20,""," Cuenta Propia ","",1," Uno ",18," No aporta ",NA,NA,250,NA," No ",NA," No ",NA,"200","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Trabajad. de los servicios y comerciantes","G. Comercio, reparación vehículos","Superior","25-39",200,450
"99"," Urbana ",1," Hombre ",36," Jefe "," IESS, seguro general "," Casado(a) "," Si "," Superior no universitario ",""," No "," Mestizo "," Si ","","","",38,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",8," Uno ",36," IESS General ",NA,NA,350,NA," No ",NA," No ",NA,"618","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Operadores de instalac. máquinas y montad.","C. Industrias manufactureras","Superior","25-39",618,968
"100"," Urbana ",1," Hombre ",60," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",33,""," Cuenta Propia ","",31," Uno ",42," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"400","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","G. Comercio, reparación vehículos","Educación Básica","40-64",400,400
"101"," Urbana ",1," Mujer ",40," Jefe "," Ninguno "," Unión libre "," No "," Superior Universitario ",""," Si "," Mestizo "," No "," No realizó ninguna actividad ","","",NA,""," Cuenta Propia ","",NA,"",NA," No aporta ",NA,NA,150,NA," No ",NA," No ",NA,""," Quiebre o cierre de negocio","Desempleo abierto","","Población con desempleo","","","","Superior","40-64",NA,150
"102"," Urbana ",1," Hombre ",83," Jefe "," Ninguno "," Divorciado(a) "," No "," Primaria "," Si ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Incapacitado ","","",NA,"",NA," No aporta ",NA,NA,250,100," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","65 y más",NA,350
"103"," Urbana ",1," Hombre ",55," Jefe "," Ninguno "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",33,""," Cuenta Propia ","",25," Uno ",42," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"250","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Formal","Oficiales operarios y artesanos","C. Industrias manufactureras","Educación Media/Bachillerato","40-64",250,250
"104"," Urbana ",1," Hombre ",77," Jefe "," Ninguno "," Divorciado(a) "," No "," Secundaria ","",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Ama de casa ","","",NA,"",NA," No aporta ",NA,NA,150,NA," Si ",100," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Media/Bachillerato","65 y más",NA,250
"105"," Urbana ",1," Hombre ",34," Jefe "," IESS, seguro general "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",38,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",13," Uno ",36," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"560","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","N. Actividades y servicios administrativos y de apoyo","Educación Media/Bachillerato","25-39",560,560
"106"," Urbana ",1," Mujer ",78," Jefe "," IESS, seguro general "," Soltero(a) "," No "," Secundaria ","",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,500,60,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Media/Bachillerato","65 y más",NA,560
